query_french,select_label,where_label
Pourriez-vous me montrer l'année des films dont le titre est The Frozen Empire Story ?,select=['annee'],where='titre = 'name';'
Quel est l'année des films intitulés The Frozen Empire Story ?,select=['annee'],where='titre = 'name';'
Pouvez-vous indiquer l'année des films qui s'appellent The Frozen Empire Story ?,select=['annee'],where='titre = 'name';'
Je voudrais savoir l'année des films appelés The Frozen Empire Story.,select=['annee'],where='titre = 'name';'
Peux-tu me dire en quelle année sont sortis les films The Frozen Empire Story ?,select=['annee'],where='titre = 'name';'
Sauriez-vous me donner l'année des films portant le nom The Frozen Empire Story ?,select=['annee'],where='titre = 'name';'
Veuillez me montrer l'année des films dont le titre est The Dark Echo Files.,select=['annee'],where='titre = 'name';'
Pouvez-vous indiquer l'année des films intitulés The Dark Echo Files ?,select=['annee'],where='titre = 'name';'
Je voudrais savoir en quelle année le film The Dark Echo Files est sorti.,select=['annee'],where='titre = 'name';'
Pourriez-vous me dire l'année de sortie des films avec le titre The Dark Echo Files ?,select=['annee'],where='titre = 'name';'
Merci de me montrer l'année des films appelés The Dark Echo Files.,select=['annee'],where='titre = 'name';'
Est-ce que vous pourriez me donner l'année des films intitulés The Dark Echo Files ?,select=['annee'],where='titre = 'name';'
Veuillez me montrer toutes les informations des films où l'année est comprise entre 1989 et 2024.,select=['*'],where='annee BETWEEN year AND year;'
Montrez-moi toutes les infos sur les films dont l'année est entre 1989 et 2024.,select=['*'],where='annee BETWEEN year AND year;'
Je voudrais voir toutes les informations concernant les films de 1989 à 2024.,select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous m'afficher les détails des films sortis entre 1989 et 2024 ?,select=['*'],where='annee BETWEEN year AND year;'
Serait-il possible d'avoir toutes les informations des films dont l'année se situe entre 1989 et 2024 ?,select=['*'],where='annee BETWEEN year AND year;'
"Je souhaiterais obtenir toutes les informations sur les films de 1989 à 2024, s'il vous plaît.",select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer l'année des films dont le titre est The Infinite Truth Affair.,select=['annee'],where='titre = 'name';'
Peux-tu me donner l'année des films intitulés The Infinite Truth Affair ?,select=['annee'],where='titre = 'name';'
Pourrais-je avoir l'année des films qui s'intitulent The Infinite Truth Affair ?,select=['annee'],where='titre = 'name';'
"J'aimerais connaître l'année des films avec le titre The Infinite Truth Affair, s'il vous plaît.",select=['annee'],where='titre = 'name';'
Serait-il possible de connaître l'année des films de The Infinite Truth Affair ?,select=['annee'],where='titre = 'name';'
"Montre-moi l'année des films appelés The Infinite Truth Affair, s'il te plaît.",select=['annee'],where='titre = 'name';'
Veuillez me montrer l'année des films dont le titre est The Lost Truth Protocol.,select=['annee'],where='titre = 'name';'
Pourriez-vous indiquer l'année des films intitulés The Lost Truth Protocol ?,select=['annee'],where='titre = 'name';'
Peux-tu me dire en quelle année sort le film The Lost Truth Protocol ?,select=['annee'],where='titre = 'name';'
J'aimerais savoir quelle année a été consacrée au film The Lost Truth Protocol.,select=['annee'],where='titre = 'name';'
Est-ce que tu pourrais me dire l'année des films nommés The Lost Truth Protocol ?,select=['annee'],where='titre = 'name';'
Merci de me communiquer l'année de parution du film The Lost Truth Protocol.,select=['annee'],where='titre = 'name';'
Veuillez me montrer toutes les informations des films où l'année est entre 2020 et 2022.,select=['*'],where='annee BETWEEN year AND year;'
Montrez-moi toutes les infos concernant les films sortis entre 2020 et 2022.,select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous m'afficher toutes les informations des films dont l'année se situe entre 2020 et 2022 ?,select=['*'],where='annee BETWEEN year AND year;'
Je voudrais voir toutes les informations relatives aux films de 2020 à 2022.,select=['*'],where='annee BETWEEN year AND year;'
Pouvez-vous me fournir des informations sur les films dont l'année est comprise entre 2020 et 2022 ?,select=['*'],where='annee BETWEEN year AND year;'
Je désire obtenir toutes les données sur les films sortis entre 2020 et 2022.,select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer les acteurs des films où l'année est 2023.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
"Montrez-moi les acteurs des films de 2023, s'il vous plaît.","select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Pourriez-vous me dire qui sont les acteurs des films de 2023 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
J'aimerais connaître les acteurs des films sortis en 2023.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Peux-tu me montrer les acteurs des films de l'année 2023 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
"Donnez-moi la liste des acteurs des films de 2023, merci.","select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Veuillez me montrer toutes les informations des films dont l'année se situe entre 1987 et 2015.,select=['*'],where='annee BETWEEN year AND year;'
Montrez-moi toutes les informations sur les films sortis entre 1987 et 2015.,select=['*'],where='annee BETWEEN year AND year;'
Je voudrais voir toutes les informations concernant les films de 1987 à 2015.,select=['*'],where='annee BETWEEN year AND year;'
Pouvez-vous afficher toutes les informations sur les films ayant été réalisés entre 1987 et 2015 ?,select=['*'],where='annee BETWEEN year AND year;'
Merci de me communiquer toutes les informations des films qui sont sortis entre 1987 et 2015.,select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous me fournir les informations sur les films dont l'année est comprise entre 1987 et 2015 ?,select=['*'],where='annee BETWEEN year AND year;'
Pouvez-vous me montrer le réalisateur des films intitulés The Lost Echo Game ?,select=['realisateur'],where='titre = 'name';'
Pourriez-vous indiquer qui est le réalisateur des films qui portent le titre The Lost Echo Game ?,select=['realisateur'],where='titre = 'name';'
"S'il vous plaît, pouvez-vous me dire qui a réalisé les films intitulés The Lost Echo Game ?",select=['realisateur'],where='titre = 'name';'
Je voudrais savoir qui est le réalisateur des films intitulés The Lost Echo Game.,select=['realisateur'],where='titre = 'name';'
Pouvez-vous me dire le nom du réalisateur des films ayant pour titre The Lost Echo Game ?,select=['realisateur'],where='titre = 'name';'
Je cherche le réalisateur des films nommés The Lost Echo Game. Pourriez-vous m'aider ?,select=['realisateur'],where='titre = 'name';'
Veuillez me montrer le réalisateur des films intitulés The Golden Truth Legacy.,select=['realisateur'],where='titre = 'name';'
Pouvez-vous me dire qui est le réalisateur du film The Golden Truth Legacy ?,select=['realisateur'],where='titre = 'name';'
Pourriez-vous m'indiquer qui réalise le film intitulé The Golden Truth Legacy ?,select=['realisateur'],where='titre = 'name';'
Je voudrais savoir qui est le réalisateur de The Golden Truth Legacy.,select=['realisateur'],where='titre = 'name';'
Serait-il possible de connaître le réalisateur du film The Golden Truth Legacy ?,select=['realisateur'],where='titre = 'name';'
"Qui est le réalisateur de The Golden Truth Legacy, s'il vous plaît ?",select=['realisateur'],where='titre = 'name';'
Veuillez me montrer l'année des films dont le titre est The Infinite Truth Story.,select=['annee'],where='titre = 'name';'
Pourriez-vous me donner l'année des films appelés The Infinite Truth Story ?,select=['annee'],where='titre = 'name';'
J'aimerais savoir en quelle année sont sortis les films intitulés The Infinite Truth Story.,select=['annee'],where='titre = 'name';'
Peux-tu m'indiquer l'année des films portant le titre The Infinite Truth Story ?,select=['annee'],where='titre = 'name';'
Je voudrais connaître l'année des films qui s'appellent The Infinite Truth Story.,select=['annee'],where='titre = 'name';'
Merci de m'informer sur l'année des films nommés The Infinite Truth Story.,select=['annee'],where='titre = 'name';'
Veuillez me montrer le titre des films dans lesquels Al Pacino joue et Mark Ruffalo joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
"Montrez-moi, s'il vous plaît, les titres des films où Al Pacino et Mark Ruffalo apparaissent.",select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous me dire quels films mettent en vedette Al Pacino et Mark Ruffalo ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais connaître les titres des films avec Al Pacino et Mark Ruffalo.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous indiquer les films dans lesquels on peut voir Al Pacino et Mark Ruffalo ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Je voudrais savoir quels films Al Pacino et Mark Ruffalo jouent ensemble.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer le titre des films où Meryl Streep joue et dont le genre est l'Animation.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pouvez-vous me donner les titres des films avec Meryl Streep dans le genre Animation ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pourriez-vous afficher les films d'animation dans lesquels Meryl Streep apparaît ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
"Je voudrais connaître les titres des films animés avec Meryl Streep, s'il vous plaît.",select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Merci de me montrer les films d'animation où Meryl Streep est présente.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Serait-il possible d'avoir la liste des films où Meryl Streep joue et qui sont de genre Animation ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Veuillez me montrer le réalisateur des films dont le titre est The Hidden Promise Legacy.,select=['realisateur'],where='titre = 'name';'
Peux-tu me dire qui est le réalisateur des films intitulés The Hidden Promise Legacy ?,select=['realisateur'],where='titre = 'name';'
Pourrais-je savoir qui a réalisé les films portant le titre The Hidden Promise Legacy ?,select=['realisateur'],where='titre = 'name';'
J'aimerais connaître le nom du réalisateur des films qui s'appellent The Hidden Promise Legacy.,select=['realisateur'],where='titre = 'name';'
Serait-il possible de m'indiquer le réalisateur des films intitulés The Hidden Promise Legacy ?,select=['realisateur'],where='titre = 'name';'
Qui est le réalisateur des films dont le nom est The Hidden Promise Legacy ?,select=['realisateur'],where='titre = 'name';'
Veuillez me montrer le titre des films dans lesquels Chris Hemsworth joue et Cate Blanchett joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous m'indiquer les titres des films avec Chris Hemsworth et Cate Blanchett ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Merci de me fournir les titres des films où Chris Hemsworth et Cate Blanchett apparaissent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais connaître les titres des films mettant en vedette Chris Hemsworth et Cate Blanchett.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvons-nous savoir quels films ont Chris Hemsworth et Cate Blanchett dans le casting ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Je serais reconnaissant si vous pouviez partager les titres des films avec Chris Hemsworth et Cate Blanchett.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer l'année des films dont le titre est The Burning Empire Affair.,select=['annee'],where='titre = 'name';'
Pouvez-vous indiquer l'année des films intitulés The Burning Empire Affair ?,select=['annee'],where='titre = 'name';'
Serait-il possible de connaître l'année de sortie des films intitulés The Burning Empire Affair ?,select=['annee'],where='titre = 'name';'
"Montrez-moi, s'il vous plaît, l'année des films ayant pour titre The Burning Empire Affair.",select=['annee'],where='titre = 'name';'
Est-ce que vous pourriez me dire l'année de production des films qui portent le titre The Burning Empire Affair ?,select=['annee'],where='titre = 'name';'
Pourriez-vous me renseigner sur l'année des films nommés The Burning Empire Affair ?,select=['annee'],where='titre = 'name';'
Veuillez me montrer le titre des films où Ryan Gosling joue et dont le genre est Comédie.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pourriez-vous me donner les titres des films dans lesquels Ryan Gosling est présent et qui sont classés comme Comédie ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
"J'aimerais connaître les films avec Ryan Gosling dans le genre Comédie, pourriez-vous me les montrer ?",select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Est-ce que vous pourriez me montrer les titres des films de Ryan Gosling qui appartiennent au genre de la Comédie ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Je souhaiterais obtenir les titres des films où Ryan Gosling apparaît et qui sont de type Comédie.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
"Pourriez-vous m'indiquer les films de Ryan Gosling qui relèvent du genre Comédie, s'il vous plaît ?",select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Veuillez me montrer les titres des films dans lesquels Jennifer Lawrence joue et dont le genre est la romance.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Peux-tu me dire quels films avec Jennifer Lawrence sont des romances ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pourrais-je obtenir les titres des films romantiques mettant en vedette Jennifer Lawrence ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Merci de me fournir les titres des films romantiques avec Jennifer Lawrence.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
J'aimerais savoir quels titres de films Jennifer Lawrence a joué dans le genre romance.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pourrais-tu m'indiquer les films où Jennifer Lawrence apparaît et qui sont de genre romantique ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Veuillez me montrer les acteurs des films où l'année est 1984.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Montrez-moi s'il vous plaît les acteurs des films de l'année 1984.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Pourriez-vous me présenter les acteurs des films sortis en 1984 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
"J'aimerais voir les acteurs des films datant de 1984, s'il vous plaît.","select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Peux-tu me dire quels sont les acteurs des films de 1984 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Je cherche les acteurs des films de l'année 1984.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Veuillez me montrer le directeur des films intitulés The Hidden Secret Saga.,select=['realisateur'],where='titre = 'name';'
Pourriez-vous me dire qui est le réalisateur des films intitulés The Hidden Secret Saga ?,select=['realisateur'],where='titre = 'name';'
Est-ce que vous pouvez me montrer qui dirige les films intitulés The Hidden Secret Saga ?,select=['realisateur'],where='titre = 'name';'
J'aimerais connaître le nom du réalisateur des films appelés The Hidden Secret Saga.,select=['realisateur'],where='titre = 'name';'
"S'il vous plaît, pouvez-vous informer sur le réalisateur des films intitulés The Hidden Secret Saga ?",select=['realisateur'],where='titre = 'name';'
Peux-tu m'indiquer le directeur des films portant le titre The Hidden Secret Saga ?,select=['realisateur'],where='titre = 'name';'
Veuillez me montrer l'année des films dont le titre est The Last Dream Saga.,select=['annee'],where='titre = 'name';'
Pourriez-vous me dire l'année des films intitulés The Last Dream Saga ?,select=['annee'],where='titre = 'name';'
Est-ce que vous pouvez me montrer l'année des films qui s'appellent The Last Dream Saga ?,select=['annee'],where='titre = 'name';'
J'aimerais connaître l'année de sortie des films portant le nom The Last Dream Saga.,select=['annee'],where='titre = 'name';'
Serait-il possible d'obtenir l'année des films dont le titre est The Last Dream Saga ?,select=['annee'],where='titre = 'name';'
Pouvez-vous m'indiquer l'année des films ayant pour titre The Last Dream Saga ?,select=['annee'],where='titre = 'name';'
Veuillez me montrer les titres des films dans lesquels Scarlett Johansson et Ryan Gosling jouent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous me donner les titres des films avec Scarlett Johansson et Ryan Gosling ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Montrez-moi les films mettant en vedette Scarlett Johansson et Ryan Gosling.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais connaître les titres des films où Scarlett Johansson et Ryan Gosling apparaissent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous m'indiquer quels films incluent Scarlett Johansson et Ryan Gosling ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Je souhaiterais savoir quels films comportent Scarlett Johansson et Ryan Gosling.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer le réalisateur des films où le titre est The Dark Mission Affair.,select=['realisateur'],where='titre = 'name';'
Pouvez-vous m'indiquer le réalisateur des films intitulés The Dark Mission Affair ?,select=['realisateur'],where='titre = 'name';'
Montrez-moi qui est le réalisateur des films portant le titre The Dark Mission Affair.,select=['realisateur'],where='titre = 'name';'
J'aimerais savoir le nom du réalisateur des films qui s'appellent The Dark Mission Affair.,select=['realisateur'],where='titre = 'name';'
Pourriez-vous me dire qui a réalisé les films intitulés The Dark Mission Affair ?,select=['realisateur'],where='titre = 'name';'
Je souhaiterais connaître le réalisateur des films qui ont pour titre The Dark Mission Affair.,select=['realisateur'],where='titre = 'name';'
Veuillez me montrer le titre des films où Emma Stone joue et où Brad Pitt joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous me donner les titres des films avec Emma Stone et Brad Pitt ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Montrez-moi les films dans lesquels Emma Stone et Brad Pitt apparaissent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous m'indiquer les titres des films comportant Emma Stone et Brad Pitt ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais connaître les films dans lesquels Emma Stone et Brad Pitt sont présents.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Est-ce que vous pouvez me dire quels films mettent en scène Emma Stone et Brad Pitt ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer le réalisateur des films dont le titre est The Last Shadow Chronicles.,select=['realisateur'],where='titre = 'name';'
Peux-tu me dire qui est le réalisateur des films intitulés The Last Shadow Chronicles ?,select=['realisateur'],where='titre = 'name';'
Pourrais-je savoir qui a dirigé les films intitulés The Last Shadow Chronicles ?,select=['realisateur'],where='titre = 'name';'
J'aimerais connaître le nom du réalisateur des films ayant pour titre The Last Shadow Chronicles.,select=['realisateur'],where='titre = 'name';'
Pourriez-vous m'indiquer qui est le réalisateur des films qui s'appellent The Last Shadow Chronicles ?,select=['realisateur'],where='titre = 'name';'
"Qui est le réalisateur des films qui portent le nom de The Last Shadow Chronicles, s'il vous plaît ?",select=['realisateur'],where='titre = 'name';'
Veuillez me montrer les titres des films dans lesquels Hugh Jackman joue et Christian Bale joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous me donner les titres des films avec Hugh Jackman et Christian Bale ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Je voudrais connaître les titres des films où Hugh Jackman et Christian Bale apparaissent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous m'indiquer les films dans lesquels Hugh Jackman et Christian Bale ont joué ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais voir les titres des films qui mettent en vedette Hugh Jackman et Christian Bale.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Est-ce que vous pourriez m'informer sur les films où Hugh Jackman et Christian Bale sont présents ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer le titre des films où Sandra Bullock joue et Joaquin Phoenix joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Peux-tu me donner les titres des films avec Sandra Bullock et Joaquin Phoenix ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourrais-je avoir les titres des films dans lesquels Sandra Bullock et Joaquin Phoenix apparaissent ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Je voudrais connaître les titres des films où jouent Sandra Bullock et Joaquin Phoenix.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous me montrer les titres des films avec Sandra Bullock et Joaquin Phoenix ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais savoir quels films incluent Sandra Bullock et Joaquin Phoenix.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer le titre des films où le réalisateur est Coen Brothers.,select=['titre'],where='realisateur = 'name';'
Pourriez-vous me donner les titres des films réalisés par les Coen Brothers ?,select=['titre'],where='realisateur = 'name';'
Montrez-moi s'il vous plaît les films du Coen Brothers.,select=['titre'],where='realisateur = 'name';'
J'aimerais savoir quels films sont dirigés par les Coen Brothers.,select=['titre'],where='realisateur = 'name';'
Pouvez-vous indiquer les titres de films du Coen Brothers ?,select=['titre'],where='realisateur = 'name';'
Quelles sont les œuvres réalisées par les Coen Brothers ?,select=['titre'],where='realisateur = 'name';'
Veuillez me montrer toutes les informations des films dont l'année est comprise entre 1988 et 2004.,select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous me donner toutes les infos sur les films sortis entre 1988 et 2004 ?,select=['*'],where='annee BETWEEN year AND year;'
Montrez-moi s'il vous plaît les informations sur les films de 1988 à 2004.,select=['*'],where='annee BETWEEN year AND year;'
J'aimerais avoir toutes les données concernant les films de 1988 à 2004.,select=['*'],where='annee BETWEEN year AND year;'
Peux-tu me fournir les informations sur les films qui ont été réalisés entre 1988 et 2004 ?,select=['*'],where='annee BETWEEN year AND year;'
Merci de me montrer toutes les informations relatives aux films des années 1988 à 2004.,select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer le titre des films où Scarlett Johansson joue et où Jennifer Lawrence joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous me donner les titres des films avec Scarlett Johansson et Jennifer Lawrence ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais connaître les titres des films dans lesquels jouent Scarlett Johansson et Jennifer Lawrence.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Peux-tu m'indiquer les films où Scarlett Johansson et Jennifer Lawrence sont présentes ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Montrez-moi les titres des films avec Scarlett Johansson et Jennifer Lawrence s'il vous plaît.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Quels sont les films dans lesquels on peut voir Scarlett Johansson et Jennifer Lawrence ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer l'année des films dont le titre est The Dark Dream Game.,select=['annee'],where='titre = 'name';'
Pourriez-vous m'indiquer l'année des films intitulés The Dark Dream Game ?,select=['annee'],where='titre = 'name';'
Pouvez-vous me dire quelle est l'année des films intitulés The Dark Dream Game ?,select=['annee'],where='titre = 'name';'
J'aimerais connaître l'année de sortie des films appelés The Dark Dream Game.,select=['annee'],where='titre = 'name';'
Est-ce que vous avez des informations sur l'année des films dont le titre est The Dark Dream Game ?,select=['annee'],where='titre = 'name';'
"S'il vous plaît, indiquez-moi l'année des films portant le titre The Dark Dream Game.",select=['annee'],where='titre = 'name';'
Veuillez me montrer les titres des films dans lesquels Sandra Bullock joue et dont le genre est Thriller.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
"Montrez-moi les titres des films de Sandra Bullock dans le genre Thriller, s'il vous plaît.",select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pourriez-vous m'indiquer les films de Sandra Bullock qui sont des Thrillers ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
J'aimerais connaître les titres des films où Sandra Bullock joue et qui sont des Thrillers.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
"Merci de me fournir les titres des films avec Sandra Bullock en tant qu'actrice, s'ils sont de type Thriller.",select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
